Date,Price,Open,High,Low,Vol.,day,year,month
2023-03-23,20,25,30,15,301,23,2023,3
2023-03-22,29,32,35,22,10,22,2023,3
2023-03-21,26,8,31,5,463,21,2023,3
2023-03-20,1234,6,9,1175,408,20,2023,3
2023-03-17,7,17,25,3,592,17,2023,3
2023-03-16,10,16,26,1187,375,16,2023,3
2023-03-15,15,31,37,8,475,15,2023,3
2023-03-14,28,29,38,21,296,14,2023,3
2023-03-13,32,44,48,23,121,13,2023,3
2023-03-10,39,58,48,42,157,10,2023,3
2023-03-09,77,134,126,85,300,9,2023,3
2023-03-08,156,126,132,128,282,8,2023,3
2023-03-06,145,118,136,137,880,6,2023,3
2023-03-03,119,64,94,67,221,3,2023,3
2023-03-02,45,53,56,49,822,2,2023,3
2023-03-01,62,60,49,51,52,1,2023,3
2023-02-28,38,76,69,40,482,28,2023,2
2023-02-27,88,105,92,83,31,27,2023,2
2023-02-24,118,87,101,102,829,24,2023,2
2023-02-23,87,99,96,93,858,23,2023,2
2023-02-22,110,148,143,114,17,22,2023,2
2023-02-21,182,144,162,152,155,21,2023,2
2023-02-20,153,173,166,147,791,20,2023,2
2023-02-17,189,137,164,148,65,17,2023,2
2023-02-16,174,178,179,168,338,16,2023,2
2023-02-15,178,94,151,109,587,15,2023,2
2023-02-14,107,45,83,52,211,14,2023,2
2023-02-13,40,55,54,39,893,13,2023,2
2023-02-10,54,74,58,47,921,10,2023,2
2023-02-09,73,72,73,61,145,9,2023,2
2023-02-08,67,38,64,31,454,8,2023,2
2023-02-07,34,37,44,26,245,7,2023,2
2023-02-06,36,39,43,30,233,6,2023,2
2023-02-03,47,63,53,26,527,3,2023,2
2023-02-02,46,41,51,35,176,2,2023,2
2023-02-01,58,102,78,29,401,1,2023,2
2023-01-31,70,105,90,66,494,31,2023,1
2023-01-30,79,47,74,27,476,30,2023,1
2023-01-27,55,107,89,37,540,27,2023,1
2023-01-25,114,128,120,121,100,25,2023,1
2023-01-24,154,168,157,129,308,24,2023,1
2023-01-23,175,177,184,167,12,23,2023,1
2023-01-20,197,206,194,184,239,20,2023,1
2023-01-19,224,203,202,205,73,19,2023,1
2023-01-18,227,204,216,209,164,18,2023,1
2023-01-17,231,184,204,194,919,17,2023,1
2023-01-16,199,202,199,170,173,16,2023,1
2023-01-13,219,185,189,180,442,13,2023,1
2023-01-12,222,257,260,216,353,12,2023,1
2023-01-11,290,293,294,275,49,11,2023,1
2023-01-10,343,377,373,309,738,10,2023,1
2023-01-09,405,284,365,307,917,9,2023,1
2023-01-06,305,259,278,273,650,6,2023,1
2023-01-05,273,256,267,254,175,5,2023,1
2023-01-04,277,300,303,266,820,4,2023,1
2023-01-03,341,315,321,315,717,3,2023,1
2023-01-02,367,290,332,317,622,2,2023,1
2022-12-30,319,283,327,303,696,30,2022,12
2022-12-29,313,260,281,280,682,29,2022,12
2022-12-28,315,271,283,276,704,28,2022,12
2022-12-27,316,263,280,270,631,27,2022,12
2022-12-26,288,244,274,242,639,26,2022,12
2022-12-23,264,312,345,241,887,23,2022,12
2022-12-22,370,372,370,349,703,22,2022,12
2022-12-21,383,399,410,369,767,21,2022,12
2022-12-20,440,347,403,347,704,20,2022,12
2022-12-19,411,340,369,348,721,19,2022,12
2022-12-16,353,323,393,335,287,16,2022,12
2022-12-15,372,374,386,355,781,15,2022,12
2022-12-14,429,417,420,413,695,14,2022,12
2022-12-13,446,386,410,408,754,13,2022,12
2022-12-12,427,352,398,382,833,12,2022,12
2022-12-09,421,424,442,403,115,9,2022,12
2022-12-08,470,437,447,439,722,8,2022,12
2022-12-07,471,460,484,445,764,7,2022,12
2022-12-06,512,441,486,462,772,6,2022,12
2022-12-05,505,487,503,481,232,5,2022,12
2022-12-02,547,502,538,504,54,2,2022,12
2022-12-01,548,515,544,521,834,1,2022,12
2022-11-30,558,488,537,503,544,30,2022,11
2022-11-29,538,481,519,501,19,29,2022,11
2022-11-28,532,381,510,252,574,28,2022,11
2022-11-25,433,359,401,378,699,25,2022,11
2022-11-24,374,316,350,317,825,24,2022,11
2022-11-23,341,331,329,323,655,23,2022,11
2022-11-22,352,282,313,297,667,22,2022,11
2022-11-21,328,356,341,306,654,21,2022,11
2022-11-18,407,379,377,356,621,18,2022,11
2022-11-17,410,349,384,374,670,17,2022,11
2022-11-16,395,383,389,376,849,16,2022,11
2022-11-15,420,400,404,389,689,15,2022,11
2022-11-14,436,406,423,407,806,14,2022,11
2022-11-11,451,373,413,387,95,11,2022,11
2022-11-10,362,361,353,343,637,10,2022,11
2022-11-09,414,384,396,390,35,9,2022,11
2022-11-07,418,363,381,364,64,7,2022,11
2022-11-04,396,295,362,322,111,4,2022,11
2022-11-03,338,262,296,279,672,3,2022,11
2022-11-02,318,265,284,269,802,2,2022,11
2022-11-01,295,373,362,259,191,1,2022,11
2022-10-31,324,277,301,291,102,31,2022,10
2022-10-28,290,191,266,208,347,28,2022,10
2022-10-27,202,184,188,177,109,27,2022,10
2022-10-25,194,228,223,185,90,25,2022,10
2022-10-24,234,186,229,201,580,24,2022,10
2022-10-21,222,240,246,218,751,21,2022,10
2022-10-20,261,215,249,234,783,20,2022,10
2022-10-19,251,183,256,187,398,19,2022,10
2022-10-18,203,142,178,164,102,18,2022,10
2022-10-17,146,75,119,71,316,17,2022,10
2022-10-14,93,132,124,106,809,14,2022,10
2022-10-13,115,86,95,91,698,13,2022,10
2022-10-12,99,69,82,69,701,12,2022,10
2022-10-11,74,130,119,82,816,11,2022,10
2022-10-10,143,122,128,130,648,10,2022,10
2022-10-07,179,131,158,155,720,7,2022,10
2022-10-06,166,154,167,162,158,6,2022,10
2022-10-04,151,116,130,132,799,4,2022,10
2022-10-03,91,111,127,94,68,3,2022,10
2022-09-30,105,35,105,35,385,30,2022,9
2022-09-29,42,77,71,38,222,29,2022,9
2022-09-28,51,79,77,55,326,28,2022,9
2022-09-27,129,113,139,91,298,27,2022,9
2022-09-26,103,114,129,116,107,26,2022,9
2022-09-23,187,215,217,183,835,23,2022,9
2022-09-22,243,216,230,223,890,22,2022,9
2022-09-21,272,225,261,245,815,21,2022,9
2022-09-20,266,254,268,244,760,20,2022,9
2022-09-19,265,229,251,230,712,19,2022,9
2022-09-16,258,280,287,240,431,16,2022,9
2022-09-15,350,346,368,331,894,15,2022,9
2022-09-14,390,331,380,360,780,14,2022,9
2022-09-13,437,395,405,401,794,13,2022,9
2022-09-12,408,321,382,354,702,12,2022,9
2022-09-09,357,383,380,345,752,9,2022,9
2022-09-08,385,357,358,355,687,8,2022,9
2022-09-07,377,331,351,353,706,7,2022,9
2022-09-06,406,327,373,357,8,6,2022,9
2022-09-05,358,264,334,288,40,5,2022,9
2022-09-02,296,309,325,281,135,2,2022,9
2022-09-01,348,345,371,319,419,1,2022,9
2022-08-30,461,387,429,370,497,30,2022,8
2022-08-29,407,350,434,372,418,29,2022,8
2022-08-26,434,409,431,409,918,26,2022,8
2022-08-25,452,427,444,426,729,25,2022,8
2022-08-24,464,421,455,438,894,24,2022,8
2022-08-23,469,366,432,393,846,23,2022,8
2022-08-22,418,391,408,384,832,22,2022,8
2022-08-19,428,428,443,406,831,19,2022,8
2022-08-18,482,437,451,440,700,18,2022,8
2022-08-17,488,440,466,456,666,17,2022,8
2022-08-16,472,425,438,427,667,16,2022,8
2022-08-12,454,362,422,379,115,12,2022,8
2022-08-11,394,375,379,375,748,11,2022,8
2022-08-10,379,336,344,333,917,10,2022,8
2022-08-08,354,264,336,288,879,8,2022,8
2022-08-05,301,333,331,283,190,5,2022,8
2022-08-04,360,383,392,294,214,4,2022,8
2022-08-03,417,373,380,351,206,3,2022,8
2022-08-02,384,325,376,340,189,2,2022,8
2022-08-01,365,247,340,258,275,1,2022,8
2022-07-29,271,205,248,215,245,29,2022,7
2022-07-28,211,164,186,165,108,28,2022,7
2022-07-27,160,136,140,140,777,27,2022,7
2022-07-26,165,140,158,149,38,26,2022,7
2022-07-25,162,194,185,141,496,25,2022,7
2022-07-22,268,230,245,245,13,22,2022,7
2022-07-21,244,221,226,219,309,21,2022,7
2022-07-20,267,274,275,235,510,20,2022,7
2022-07-19,184,119,163,138,307,19,2022,7
2022-07-18,167,139,138,133,246,18,2022,7
2022-07-15,136,132,122,125,841,15,2022,7
2022-07-14,130,109,147,119,325,14,2022,7
2022-07-13,104,150,148,109,204,13,2022,7
2022-07-12,163,121,154,142,920,12,2022,7
2022-07-11,168,97,142,107,184,11,2022,7
2022-07-08,126,135,130,124,393,8,2022,7
2022-07-07,122,147,146,113,498,7,2022,7
2022-07-06,148,138,155,130,511,6,2022,7
2022-07-05,180,143,181,161,350,5,2022,7
2022-07-04,152,100,156,100,611,4,2022,7
2022-07-01,145,329,346,97,779,1,2022,7
2022-06-30,402,339,388,347,496,30,2022,6
2022-06-29,375,239,355,250,396,29,2022,6
2022-06-28,291,212,263,232,169,28,2022,6
2022-06-27,248,281,276,231,264,27,2022,6
2022-06-24,260,210,241,220,205,24,2022,6
2022-06-23,216,245,254,189,405,23,2022,6
2022-06-22,269,304,295,250,911,22,2022,6
2022-06-21,382,306,348,286,60,21,2022,6
2022-06-20,312,376,391,275,80,20,2022,6
2022-06-17,393,306,400,329,523,17,2022,6
2022-06-16,347,401,441,324,331,16,2022,6
2022-06-15,404,394,415,381,30,15,2022,6
2022-06-14,449,429,458,416,225,14,2022,6
2022-06-13,483,428,459,419,348,13,2022,6
2022-06-10,540,547,573,507,367,10,2022,6
2022-06-09,631,486,590,518,339,9,2022,6
2022-06-08,549,549,565,522,107,8,2022,6
2022-06-07,599,545,576,563,98,7,2022,6
2022-06-06,595,556,600,562,21,6,2022,6
2022-06-03,607,521,605,553,511,3,2022,6
2022-06-02,550,410,521,437,486,2,2022,6
2022-06-01,455,411,435,418,853,1,2022,6
2022-05-31,453,422,467,417,711,31,2022,5
2022-05-30,487,388,461,397,185,30,2022,5
2022-05-27,366,365,372,302,309,27,2022,5
2022-05-26,386,402,412,316,358,26,2022,5
2022-05-25,426,413,436,402,118,25,2022,5
2022-05-24,432,380,418,398,167,24,2022,5
2022-05-23,419,407,433,394,252,23,2022,5
2022-05-20,445,242,427,252,477,20,2022,5
2022-05-19,234,214,242,217,224,19,2022,5
2022-05-18,307,273,316,260,339,18,2022,5
2022-05-17,293,163,271,175,310,17,2022,5
2022-05-16,172,161,201,160,163,16,2022,5
2022-05-13,171,149,198,157,399,13,2022,5
2022-05-12,134,151,149,107,440,12,2022,5
2022-05-11,201,201,209,166,312,11,2022,5
2022-05-10,226,223,255,206,407,10,2022,5
2022-05-09,276,330,356,256,366,9,2022,5
2022-05-06,439,385,440,395,412,6,2022,5
2022-05-05,466,495,516,434,336,5,2022,5
2022-05-04,516,563,574,478,398,4,2022,5
2022-05-02,609,538,594,572,832,2,2022,5
2022-04-29,622,612,633,585,370,29,2022,4
2022-04-28,647,582,628,591,536,28,2022,4
2022-04-27,606,532,613,569,400,27,2022,4
2022-04-26,601,486,580,514,90,26,2022,4
2022-04-25,520,517,548,466,330,25,2022,4
2022-04-22,586,535,589,558,242,22,2022,4
2022-04-21,611,528,572,540,474,21,2022,4
2022-04-20,542,435,524,451,532,20,2022,4
2022-04-19,465,302,449,321,543,19,2022,4
2022-04-18,314,266,297,277,868,18,2022,4
2022-04-13,329,328,347,308,893,13,2022,4
2022-04-12,349,354,367,328,148,12,2022,4
2022-04-11,424,373,419,380,819,11,2022,4
2022-04-08,430,306,402,337,246,8,2022,4
2022-04-07,363,369,373,350,266,7,2022,4
2022-04-06,436,355,411,386,92,6,2022,4
2022-04-05,447,431,454,424,143,5,2022,4
2022-04-04,485,434,463,443,732,4,2022,4
2022-04-01,478,414,448,425,731,1,2022,4
2022-03-31,457,439,453,430,149,31,2022,3
2022-03-30,496,420,477,421,284,30,2022,3
2022-03-29,443,419,418,410,781,29,2022,3
2022-03-28,441,383,406,385,861,28,2022,3
2022-03-25,403,344,390,371,204,25,2022,3
2022-03-24,373,241,338,263,144,24,2022,3
2022-03-23,309,255,308,278,263,23,2022,3
2022-03-22,298,187,265,199,490,22,2022,3
2022-03-21,218,171,207,186,76,21,2022,3
2022-03-17,236,157,220,156,464,17,2022,3
2022-03-16,138,105,114,120,26,16,2022,3
2022-03-15,82,153,141,65,292,15,2022,3
2022-03-14,159,108,135,112,755,14,2022,3
2022-03-11,133,95,118,118,92,11,2022,3
2022-03-10,127,118,109,90,362,10,2022,3
2022-03-09,71,13,69,9,438,9,2022,3
2022-03-08,14,4,20,1175,460,8,2022,3
2022-03-07,18,28,41,7,362,7,2022,3
2022-03-04,43,71,67,45,922,4,2022,3
2022-03-03,108,118,121,108,881,3,2022,3
2022-03-02,132,50,102,57,468,2,2022,3
2022-02-28,78,16,70,14,461,28,2022,2
2022-02-25,31,30,40,24,217,25,2022,2
2022-02-24,23,33,45,16,529,24,2022,2
2022-02-23,98,120,112,102,697,23,2022,2
2022-02-22,124,70,100,75,166,22,2022,2
2022-02-21,135,127,152,127,22,21,2022,2
2022-02-18,169,172,172,164,675,18,2022,2
2022-02-17,198,138,170,146,125,17,2022,2
2022-02-16,150,155,145,134,896,16,2022,2
2022-02-15,157,68,134,62,32,15,2022,2
2022-02-14,57,56,59,38,916,14,2022,2
2022-02-11,101,90,86,72,294,11,2022,2
2022-02-10,112,115,98,98,105,10,2022,2
2022-02-09,116,85,88,88,48,9,2022,2
2022-02-08,73,46,65,34,79,8,2022,2
2022-02-07,37,59,61,29,916,7,2022,2
2022-02-04,49,57,52,46,19,4,2022,2
2022-02-03,69,112,104,76,839,3,2022,2
2022-02-02,117,124,113,115,871,2,2022,2
2022-02-01,109,125,133,74,147,1,2022,2
2022-01-31,121,78,111,86,83,31,2022,1
2022-01-28,52,81,75,56,222,28,2022,1
2022-01-27,56,51,60,36,423,27,2022,1
2022-01-25,97,65,91,29,524,25,2022,1
2022-01-24,106,206,233,85,480,24,2022,1
2022-01-21,230,182,228,198,157,21,2022,1
2022-01-20,229,231,240,200,308,20,2022,1
2022-01-19,284,263,274,262,851,19,2022,1
2022-01-18,286,297,304,271,643,18,2022,1
2022-01-17,332,271,310,298,737,17,2022,1
2022-01-14,308,269,312,282,420,14,2022,1
2022-01-13,302,251,273,261,68,13,2022,1
2022-01-12,283,200,253,216,230,12,2022,1
2022-01-11,209,164,193,181,299,11,2022,1
2022-01-10,185,182,173,158,818,10,2022,1
2022-01-07,183,156,175,150,141,7,2022,1
2022-01-06,155,181,169,145,213,6,2022,1
2022-01-05,220,189,196,178,56,5,2022,1
2022-01-04,212,133,176,142,3,4,2022,1
2022-01-03,139,81,115,95,627,3,2022,1
2021-12-31,89,89,84,90,833,31,2021,12
2021-12-30,76,118,108,73,560,30,2021,12
2021-12-29,137,110,132,123,261,29,2021,12
2021-12-28,131,93,107,110,652,28,2021,12
2021-12-27,92,80,77,78,581,27,2021,12
2021-12-24,95,84,93,64,730,24,2021,12
2021-12-23,84,91,79,89,808,23,2021,12
2021-12-22,85,43,74,50,351,22,2021,12
2021-12-21,35,36,50,25,124,21,2021,12
2021-12-20,30,40,42,17,211,20,2021,12
2021-12-17,60,117,116,44,453,17,2021,12
2021-12-16,140,123,123,105,852,16,2021,12
2021-12-15,96,106,109,92,823,15,2021,12
2021-12-14,111,103,110,111,134,14,2021,12
2021-12-13,147,204,191,142,129,13,2021,12
2021-12-10,213,169,183,174,757,10,2021,12
2021-12-09,210,162,192,167,148,9,2021,12
2021-12-08,158,145,144,143,784,8,2021,12
2021-12-07,113,96,106,90,33,7,2021,12
2021-12-06,81,134,138,87,892,6,2021,12
2021-12-03,144,226,221,137,397,3,2021,12
2021-12-02,239,197,218,211,118,2,2021,12
2021-12-01,217,158,190,169,876,1,2021,12
2021-11-30,142,196,195,131,578,30,2021,11
2021-11-29,193,167,226,136,522,29,2021,11
2021-11-26,149,195,197,139,280,26,2021,11
2021-11-25,250,89,227,87,614,25,2021,11
2021-11-24,66,103,117,70,320,24,2021,11
2021-11-23,120,48,103,33,533,23,2021,11
2021-11-22,83,165,165,81,516,22,2021,11
2021-11-18,225,186,214,192,766,18,2021,11
2021-11-17,215,227,222,210,883,17,2021,11
2021-11-16,275,324,324,245,40,16,2021,11
2021-11-15,370,373,366,353,617,15,2021,11
2021-11-12,397,311,359,332,782,12,2021,11
2021-11-11,336,275,317,296,917,11,2021,11
2021-11-10,326,246,294,253,886,10,2021,11
2021-11-09,285,235,257,237,274,9,2021,11
2021-11-08,263,248,250,203,436,8,2021,11
2021-11-04,257,220,234,239,1,4,2021,11
2021-11-03,240,237,250,210,75,3,2021,11
2021-11-02,262,282,279,246,908,2,2021,11
2021-11-01,306,270,291,243,265,1,2021,11
2021-10-29,304,371,352,251,205,29,2021,10
2021-10-28,409,398,417,391,860,28,2021,10
2021-10-27,448,432,465,423,861,27,2021,10
2021-10-26,481,392,450,404,851,26,2021,10
2021-10-25,413,456,468,353,334,25,2021,10
2021-10-22,448,398,445,414,17,22,2021,10
2021-10-21,442,499,513,405,446,21,2021,10
2021-10-20,525,520,533,496,117,20,2021,10
2021-10-19,561,496,540,515,790,19,2021,10
2021-10-18,533,447,536,464,171,18,2021,10
2021-10-14,525,476,504,490,774,14,2021,10
2021-10-13,519,454,508,472,866,13,2021,10
2021-10-12,492,423,471,441,671,12,2021,10
2021-10-11,474,479,509,448,227,11,2021,10
2021-10-08,495,351,473,377,281,8,2021,10
2021-10-07,361,368,359,352,649,7,2021,10
2021-10-06,345,397,394,322,887,6,2021,10
2021-10-05,422,298,382,313,167,5,2021,10
2021-10-04,340,294,323,299,10,4,2021,10
2021-10-01,287,232,270,245,800,1,2021,10
2021-09-30,278,258,264,249,170,30,2021,9
2021-09-29,292,320,316,274,849,29,2021,9
2021-09-28,320,268,309,265,364,28,2021,9
2021-09-27,289,217,258,226,259,27,2021,9
2021-09-24,238,233,235,222,248,24,2021,9
2021-09-23,247,176,219,190,279,23,2021,9
2021-09-22,176,125,156,135,15,22,2021,9
2021-09-21,141,122,125,126,863,21,2021,9
2021-09-20,128,88,131,107,63,20,2021,9
2021-09-17,125,175,171,117,596,17,2021,9
2021-09-16,173,104,150,101,164,16,2021,9
2021-09-15,108,83,99,104,808,15,2021,9
2021-09-14,90,92,95,99,796,14,2021,9
2021-09-13,94,158,145,103,304,13,2021,9
2021-09-09,170,152,153,159,800,9,2021,9
2021-09-08,177,182,169,144,209,8,2021,9
2021-09-07,191,155,174,151,341,7,2021,9
2021-09-06,170,129,200,151,588,6,2021,9
2021-09-03,123,34,97,28,566,3,2021,9
2021-09-02,33,23,39,19,866,2,2021,9
2021-09-01,25,26,36,20,26,1,2021,9
2021-08-31,24,27,34,13,545,31,2021,8
2021-08-30,27,21,33,10,196,30,2021,8
2021-08-27,11,14,17,4,901,27,2021,8
2021-08-26,12,3,19,0,383,26,2021,8
2021-08-25,1236,1117,9,1176,160,25,2021,8
2021-08-24,1230,1110,1173,1167,69,24,2021,8
2021-08-23,1220,1114,1168,1159,859,23,2021,8
2021-08-20,1216,1104,1167,1160,828,20,2021,8
2021-08-18,1223,1114,1170,1165,874,18,2021,8
2021-08-17,1221,1113,1169,1164,115,17,2021,8
2021-08-16,1224,1106,0,1157,481,16,2021,8
2021-08-13,1215,1093,1162,1154,122,13,2021,8
2021-08-12,1205,1098,1153,1152,744,12,2021,8
2021-08-11,1208,1079,1146,1135,813,11,2021,8
2021-08-10,1188,1070,1141,1126,71,10,2021,8
2021-08-09,1177,1069,1123,1122,707,9,2021,8
2021-08-06,1189,1100,1160,1130,311,6,2021,8
2021-08-05,1212,1090,1166,1151,459,5,2021,8
2021-08-04,1199,1076,1142,1139,145,4,2021,8
2021-08-03,1186,1075,1125,1120,66,3,2021,8
2021-08-02,1175,1057,1119,1112,10,2,2021,8
2021-07-30,1160,1060,1115,1106,42,30,2021,7
2021-07-29,1165,1056,1117,1114,181,29,2021,7
2021-07-28,1161,1060,1111,1103,128,28,2021,7
2021-07-27,1167,1066,1121,1113,924,27,2021,7
2021-07-26,1176,1086,1147,1124,101,26,2021,7
2021-07-23,1201,1101,1159,1150,864,23,2021,7
2021-07-22,1209,1095,1150,1149,733,22,2021,7
2021-07-20,1191,1082,1136,1136,674,20,2021,7
2021-07-19,1194,1083,1151,1144,756,19,2021,7
2021-07-16,1207,1072,1143,1140,790,16,2021,7
2021-07-15,1180,1077,1127,1129,830,15,2021,7
2021-07-14,1184,1084,1135,1134,768,14,2021,7
2021-07-13,1196,1083,1132,1141,673,13,2021,7
2021-07-12,1182,1067,1130,1127,771,12,2021,7
2021-07-09,1174,1073,1126,1121,805,9,2021,7
2021-07-08,1190,1091,1145,1132,29,8,2021,7
2021-07-07,1204,1099,1155,1148,900,7,2021,7
2021-07-06,1210,1105,1161,1155,873,6,2021,7
2021-07-05,1217,1102,1165,1158,59,5,2021,7
2021-07-02,1211,1080,1157,1145,199,2,2021,7
2021-07-01,1193,1094,1149,1146,110,1,2021,7
2021-06-30,1206,1078,1148,1143,416,30,2021,6
2021-06-29,1187,1074,1138,1137,550,29,2021,6
2021-06-28,1184,1097,1154,1132,434,28,2021,6
2021-06-25,1200,1107,1164,1133,662,25,2021,6
2021-06-24,1218,1,5,1161,850,24,2021,6
2021-06-23,1,21,24,1186,313,23,2021,6
2021-06-22,9,22,29,6,127,22,2021,6
2021-06-21,16,0,22,1184,87,21,2021,6
2021-06-18,8,11,15,1178,561,18,2021,6
2021-06-17,6,1120,15,1174,278,17,2021,6
2021-06-16,3,18,21,1,922,16,2021,6
2021-06-15,22,24,32,12,247,15,2021,6
2021-06-14,19,6,28,1180,436,14,2021,6
2021-06-11,4,1116,12,1176,180,11,2021,6
2021-06-10,1229,1118,13,1173,202,10,2021,6
2021-06-09,1225,9,10,1170,44,9,2021,6
2021-06-08,5,12,11,1183,846,8,2021,6
2021-06-07,11,1121,16,1179,305,7,2021,6
2021-06-04,1231,5,7,1177,214,4,2021,6
2021-06-03,2,10,23,1181,512,3,2021,6
2021-06-02,1234,1109,2,1168,526,2,2021,6
2021-06-01,1222,1111,1174,1162,555,1,2021,6
2021-05-31,1219,1085,1172,1138,664,31,2021,5
2021-05-28,1192,1032,1134,1090,663,28,2021,5
2021-05-27,1132,1027,1086,1074,548,27,2021,5
2021-05-26,1130,1028,1082,1075,705,26,2021,5
2021-05-25,1128,1037,1087,1072,228,25,2021,5
2021-05-24,1137,1043,1095,1085,769,24,2021,5
2021-05-21,1148,1034,1094,1088,921,21,2021,5
2021-05-20,1136,1039,1096,1084,45,20,2021,5
2021-05-19,1146,1029,1098,1078,304,19,2021,5
2021-05-18,1139,1030,1090,1080,80,18,2021,5
2021-05-17,1126,1011,1074,1065,70,17,2021,5
2021-05-14,1116,1005,1063,1046,154,14,2021,5
2021-05-12,1101,1008,1055,1048,145,12,2021,5
2021-05-11,1114,996,1059,1050,165,11,2021,5
2021-05-10,1108,1014,1066,1059,190,10,2021,5
2021-05-07,1111,1012,1069,1061,94,7,2021,5
2021-05-06,1110,1000,1056,1047,220,6,2021,5
2021-05-05,1104,1001,1058,1049,101,5,2021,5
2021-05-04,1103,1018,1077,1051,478,4,2021,5
2021-05-03,1125,1025,1081,1069,504,3,2021,5
2021-04-30,1144,1044,1104,1089,417,30,2021,4
2021-04-29,1157,1049,1105,1100,343,29,2021,4
2021-04-28,1147,1038,1093,1083,332,28,2021,4
2021-04-27,1140,1015,1088,1067,422,27,2021,4
2021-04-26,1118,998,1073,1052,447,26,2021,4
2021-04-23,1098,993,1051,1040,67,23,2021,4
2021-04-22,1099,989,1049,1035,215,22,2021,4
2021-04-20,1096,994,1052,1038,335,20,2021,4
2021-04-19,1097,992,1050,1037,380,19,2021,4
2021-04-16,1113,1010,1067,1062,273,16,2021,4
2021-04-15,1121,1004,1071,1054,415,15,2021,4
2021-04-13,1112,1002,1062,1055,403,13,2021,4
2021-04-12,1100,1020,1072,1043,448,12,2021,4
2021-04-09,1133,1040,1092,1082,197,9,2021,4
2021-04-08,1151,1045,1099,1092,259,8,2021,4
2021-04-07,1149,1041,1106,1093,520,7,2021,4
2021-04-06,1135,1042,1091,1077,195,6,2021,4
2021-04-05,1143,1050,1100,1073,236,5,2021,4
2021-04-01,1155,1047,1101,1099,60,1,2021,4
2021-03-31,1150,1047,1108,1096,301,31,2021,3
2021-03-30,1158,1043,1107,1091,439,30,2021,3
2021-03-26,1145,1046,1097,1081,429,26,2021,3
2021-03-25,1142,1056,1110,1087,483,25,2021,3
2021-03-24,1163,1067,1120,1111,320,24,2021,3
2021-03-23,1185,1062,1139,1117,344,23,2021,3
2021-03-22,1172,1063,1116,1107,382,22,2021,3
2021-03-19,1179,1033,1128,1086,610,19,2021,3
2021-03-18,1153,1064,1122,1097,443,18,2021,3
2021-03-17,1168,1081,1131,1109,396,17,2021,3
2021-03-16,1197,1089,1152,1147,187,16,2021,3
2021-03-15,1203,1103,1161,1131,315,15,2021,3
2021-03-12,1213,1119,1,1156,323,12,2021,3
2021-03-10,1228,2,6,1172,50,10,2021,3
2021-03-09,1232,1120,4,1163,246,9,2021,3
2021-03-08,1233,1112,14,1171,406,8,2021,3
2021-03-05,1227,1108,3,1166,534,5,2021,3
2021-03-04,1226,1115,1171,1169,465,4,2021,3
2021-03-03,1235,1096,8,1153,576,3,2021,3
2021-03-02,1202,1097,1156,1142,333,2,2021,3
2021-03-01,1198,1087,1140,1119,352,1,2021,3
2021-02-26,1183,1092,1158,1123,601,26,2021,2
2021-02-25,1214,1065,1163,1125,595,25,2021,2
2021-02-24,1171,1051,1114,1105,923,24,2021,2
2021-02-23,1156,1054,1109,1101,538,23,2021,2
2021-02-22,1152,1068,1124,1095,508,22,2021,2
2021-02-19,1178,1059,1133,1116,500,19,2021,2
2021-02-18,1173,1071,1137,1118,386,18,2021,2
2021-02-17,1181,1061,1129,1115,506,17,2021,2
2021-02-16,1170,1053,1119,1108,464,16,2021,2
2021-02-15,1159,1055,1112,1104,283,15,2021,2
2021-02-12,1162,1058,1118,1102,564,12,2021,2
2021-02-11,1169,1029,1113,1079,615,11,2021,2
2021-02-10,1131,1019,1084,1063,457,10,2021,2
2021-02-09,1123,1022,1085,1070,410,9,2021,2
2021-02-08,1122,1009,1078,1064,455,8,2021,2
2021-02-05,1105,1007,1064,1057,432,5,2021,2
2021-02-04,1106,1002,1061,1044,537,4,2021,2
2021-02-03,1109,1006,1068,1042,563,3,2021,2
2021-02-02,1107,995,1061,1033,608,2,2021,2
2021-02-01,1094,987,1047,1032,594,1,2021,2
2021-01-29,1091,990,1048,1031,623,29,2021,1
2021-01-28,1092,988,1053,1034,593,28,2021,1
2021-01-27,1093,1003,1054,1036,613,27,2021,1
2021-01-25,1120,1052,1103,1066,661,25,2021,1
2021-01-22,1164,1088,1144,1110,565,22,2021,1
2021-01-21,1195,1070,1146,1128,602,21,2021,1
2021-01-20,1166,1048,1111,1098,569,20,2021,1
2021-01-19,1154,1035,1102,1094,577,19,2021,1
2021-01-18,1134,1017,1087,1060,597,18,2021,1
2021-01-15,1117,1021,1079,1058,441,15,2021,1
2021-01-14,1127,1016,1076,1068,469,14,2021,1
2021-01-13,1119,1023,1080,1056,546,13,2021,1
2021-01-12,1124,991,1070,1041,607,12,2021,1
2021-01-11,1095,1013,1060,1039,585,11,2021,1
2021-01-08,1115,997,1057,1053,551,8,2021,1
2021-01-07,1100,999,1065,1045,579,7,2021,1
2021-01-06,1102,1024,1075,1045,625,6,2021,1
2021-01-05,1129,1026,1083,1071,516,5,2021,1
2021-01-04,1141,1036,1089,1076,525,4,2021,1
2021-01-01,1138,1031,1087,1085,870,1,2021,1
